,Unnamed: 0,word,link,sentence,synonyms,synset,fingerspelled,variations
6322,53,hamburger,sign/hamburger/175/1,Which do you like hot dogs or hamburgers?,['BURGER'],Synset('hamburger.n.01'),False,1
6323,54,hamburger,sign/hamburger/175/1,Hamburger costs $6.99.,['BURGER'],Synset('hamburger.n.01'),False,1
6324,55,hamburger,sign/hamburger/175/1,My brother ate 6 hamburgers on July 4th.,['BURGER'],Synset('hamburger.n.01'),False,1
6325,56,hamburger,sign/hamburger/175/1,My brother ate 6 hamburgers on Independence Day.,['BURGER'],Synset('hamburger.n.01'),False,1
6326,57,hammer,sign/hammer/1450/1,,"['AX', 'AXE']",,False,1
6327,58,hammer+throw,sign/hammer+throw/13957/1,The hammer throw is a tough event.,[],,True,1
6328,59,hammock,sign/hammock/9069/1,,[],,True,1
6329,60,hamster,sign/hamster/5299/1,I have a pet hamster named Copper.,[],Synset('hamster.n.01'),True,2
6330,61,hand,sign/hand/1454/1,My hand was stuck in the car window.,[],Synset('pass.v.05'),False,2
6331,62,hand+in,sign/hand+in/12442/1,,"['ASSIGN (as in ""to give"")', 'AWARD (as in ""to give a prize or reward"")', 'BESTOW', 'CONTRIBUTE', 'DISTRIBUTE (as in ""pass out"")', 'FEED (as in ""to give or dispense"")', 'GIFT YOU', 'GIVE (as in ""giving something to somebody"")', 'GIVE HER', 'GIVE HIM', 'GIVE YOU', 'PRESENT (as in ""to give"")', 'PROVIDE', 'SUPPLY (as in ""to give"")']",,False,2
6332,63,hand+sanitizer,sign/hand+sanitizer/12092/1,,[],,True,2
6333,64,handball,sign/handball/13950/1,I like to play handball.,[],Synset('handball.n.01'),True,1
6334,65,handcuffs,sign/handcuffs/1452/1,,[],,False,2
6335,66,handicap,sign/handicap/7816/1,,"['HANDICAPPED', 'HC']",,True,1
6336,67,handicap+accessible,sign/handicap+accessible/9219/1,,[],,False,2
6337,68,handicapped,sign/handicapped/10828/1,,"['HANDICAP', 'HC']",,True,1
6338,69,handicraft,sign/handicraft/1453/1,,[],,True,2
6339,70,handkerchief,sign/handkerchief/5564/1,,"['COLD (as in ""the cold virus"")', 'COMMON COLD', 'HEAD COLD', 'KLEENEX', 'TISSUE']",,False,2
6340,71,handle,sign/handle/3574/1,,"['ADMINISTER', 'CONTROL', 'CONTROLLER (as in ""person in charge"")', 'DIRECT (as in ""to control or manage"")', 'DIRECTOR', 'GOVERN', 'IN CHARGE OF', 'MANAGE', 'MANAGER (as in ""person in charge"")', 'OPERATE (as in ""handle or manage"")', 'REGULATE', 'REIGN', 'RULE (as in ""govern"")', 'RUN (as in ""run a meeting"")', 'STEER']",,False,2
6341,72,handmade,sign/handmade/3575/1,,[],,True,2
6342,73,hands,sign/hands/8426/1,,[],,False,1
6343,74,hands+off,sign/hands+off/3576/1,,"['NOT MY FAULT', 'NOT RESPONSIBLE', 'PASS THE BUCK']",,False,2
6344,75,handshake,sign/handshake/1455/1,It’s important to have a good handshake.,[],Synset('handshake.n.01'),False,2
6345,76,handsome,sign/handsome/1456/1,My husband is a very handsome man.,[],Synset('fine-looking.s.01'),False,5
6346,77,handy,sign/handy/3578/1,,"['ABILITY (as in ""skilled, proficient, or good at"")', 'ABLE (as in ""skilled or proficient"")', 'ADEPT', 'AGILE', 'CAPABLE (as in ""skilled or proficient"")', 'EFFICIENT', 'EXPERT', 'EXPERTISE', 'PROFICIENT', 'QUALIFICATION', 'QUALIFIED', 'QUALIFY (as in ""to be skilled"")', 'SAVVY', 'SKILL', 'TALENT']",,False,2
6347,78,hang,sign/hang/8671/1,I hung an ornament on my Christmas tree.,[],Synset('hang.v.12'),False,1
6348,79,hang,sign/hang/7093/1,Hang your clothes so they don't wrinkle.,[],Synset('hang.v.13'),False,1
6349,80,hang+loose,sign/hang+loose/7929/1,,"['ALOHA', 'RIGHT ON']",,False,1
6350,81,hang+up,sign/hang+up/14027/1,If you talk too much I will hang up the phone.,"['END CALL (as in ""to hang up the phone"")']",,False,1
6351,82,hangar,sign/hangar/10509/1,,[],,True,2
6352,83,hanger,sign/hanger/5565/1,,[],,False,2
6353,84,hangers,sign/hangers/8672/1,My closet has many hangers.,[],Synset('hanger.n.02'),False,3
6354,85,hangout,sign/hangout/9523/1,,"['AMID', 'AMIDST', 'AMONG', 'ASSOCIATE', 'EACH OTHER', 'FELLOWSHIP (as in ""association"")', 'FRATERNIZE', 'INTERACT', 'INTERFACE (as in ""a negotiation"")', 'MIDST', 'MINGLE', 'ONE ANOTHER', 'SOCIAL', 'SOCIALIZE']",,False,2
6355,86,hannah,sign/hannah/10555/1,Hannah is my best friend.,[],,True,1
6356,87,hanukkah,sign/hanukkah/7375/1,"Hanukkah is Sunday, December 21.","['CHANUKAH', 'FESTIVAL OF LIGHTS']",Synset('hanukkah.n.01'),False,2
6357,88,hanukkah,sign/hanukkah/7375/1,Morty wore a Yarmulke hat at Hanukkah.,"['CHANUKAH', 'FESTIVAL OF LIGHTS']",Synset('hanukkah.n.01'),False,2
6358,89,hanukkah,sign/hanukkah/7375/1,My sister's favorite holiday is Hanukkah.,"['CHANUKAH', 'FESTIVAL OF LIGHTS']",Synset('hanukkah.n.01'),False,2
6359,90,happen,sign/happen/3579/1,"After my long vacation, all of my plants had died.","['AFFAIR (as in ""an event"")', 'COINCIDENCE', 'EVENT', 'INCIDENT', 'MATERIALIZE', 'OCCUR', 'RESULT', 'TRANSPIRE', 'WHEN']",Synset('happen.v.04'),False,1
6360,91,happen,sign/happen/3579/1,Leap Year happens every 4 years.,"['AFFAIR (as in ""an event"")', 'COINCIDENCE', 'EVENT', 'INCIDENT', 'MATERIALIZE', 'OCCUR', 'RESULT', 'TRANSPIRE', 'WHEN']",Synset('happen.v.04'),False,1
6361,92,happen,sign/happen/3579/1,There was a famous protest at Gallaudet University in 1988 called Deaf President Now.,"['AFFAIR (as in ""an event"")', 'COINCIDENCE', 'EVENT', 'INCIDENT', 'MATERIALIZE', 'OCCUR', 'RESULT', 'TRANSPIRE', 'WHEN']",Synset('happen.v.04'),False,1
6362,93,happen,sign/happen/3579/1,Yesterday I saw a bald eagle outside my window.,"['AFFAIR (as in ""an event"")', 'COINCIDENCE', 'EVENT', 'INCIDENT', 'MATERIALIZE', 'OCCUR', 'RESULT', 'TRANSPIRE', 'WHEN']",Synset('happen.v.04'),False,1
6363,94,happy,sign/happy/178/1,My daughter is always happy.,"['CHEER (as in ""of good cheer"")', 'DELIGHTED', 'DELIGHTFUL', 'GLAD', 'JOLLY', 'JOVIAL (as in ""cheerful or friendly"")', 'JOY', 'MERRY', 'REJOICE']",Synset('happy.s.04'),False,5
6364,95,happy,sign/happy/178/1,"My son is not happy, I bought the wrong cereal.","['CHEER (as in ""of good cheer"")', 'DELIGHTED', 'DELIGHTFUL', 'GLAD', 'JOLLY', 'JOVIAL (as in ""cheerful or friendly"")', 'JOY', 'MERRY', 'REJOICE']",Synset('happy.s.04'),False,5
6365,96,happy,sign/happy/178/1,Happy Valentine's Day!,"['CHEER (as in ""of good cheer"")', 'DELIGHTED', 'DELIGHTFUL', 'GLAD', 'JOLLY', 'JOVIAL (as in ""cheerful or friendly"")', 'JOY', 'MERRY', 'REJOICE']",Synset('happy.a.01'),False,5
6366,97,happy,sign/happy/178/1,I'm glad to see you.,"['CHEER (as in ""of good cheer"")', 'DELIGHTED', 'DELIGHTFUL', 'GLAD', 'JOLLY', 'JOVIAL (as in ""cheerful or friendly"")', 'JOY', 'MERRY', 'REJOICE']",Synset('glad.s.02'),False,5
6367,98,happy,sign/happy/178/1,Happy Pride Month.,"['CHEER (as in ""of good cheer"")', 'DELIGHTED', 'DELIGHTFUL', 'GLAD', 'JOLLY', 'JOVIAL (as in ""cheerful or friendly"")', 'JOY', 'MERRY', 'REJOICE']",Synset('happy.s.04'),False,5
6368,99,happy,sign/happy/178/1,Happy Pride Month from the Signing Savvy team.,"['CHEER (as in ""of good cheer"")', 'DELIGHTED', 'DELIGHTFUL', 'GLAD', 'JOLLY', 'JOVIAL (as in ""cheerful or friendly"")', 'JOY', 'MERRY', 'REJOICE']",Synset('happy.s.04'),False,5
6369,100,happy+birthday,sign/happy+birthday/5180/1,,[],,False,1
6370,101,happy+birthday+to+you,sign/happy+birthday+to+you/8688/1,,[],,False,2
6371,102,happy+hanukkah,sign/happy+hanukkah/10147/1,,[],,False,1
6372,103,happy+holidays,sign/happy+holidays/10145/1,,[],,False,2
6373,104,happy+new+year,sign/happy+new+year/8021/1,Happy New Year!,[],,False,1
6374,105,happy+new+year,sign/happy+new+year/8021/1,Merry Christmas and a Happy New Year!,[],,False,1
6375,106,happy+new+year,sign/happy+new+year/8021/1,Happy New Year from Signing Savvy.,[],,False,1
6376,107,happy+person,sign/happy+person/11599/1,,"['JOVIAL PERSON (as in ""a very cheery person"")']",,False,1
6377,108,happy+thanksgiving,sign/happy+thanksgiving/10146/1,,[],,False,1
6378,109,harass,sign/harass/3582/1,,"['BOTHER (as in ""to bother me"")', 'BUTT IN (as in ""to interrupt me"")', 'DISTURB (as in ""to disturb me"")', 'HASSLE (as in ""to hassle me"")', 'INTERRUPT (as in ""to interrupt me"")', 'INTRUDE (as in ""to intrude me"")', 'MEDDLE (as in ""to meddle with me"")']",,False,2
6379,110,harass,sign/harass/10091/1,,"['BOTHER (as in ""to bother someone"")', 'BUTT IN (as in ""to interrupt someone"")', 'DISTURB (as in ""to disturb someone"")', 'HASSLE (as in ""to hassle someone"")', 'INTERRUPT (as in ""to interrupt someone"")', 'INTRUDE (as in ""to intrude upon someone/something"")', 'MEDDLE (as in ""to meddle with someone"")']",,False,2
6380,111,hard,sign/hard/545/1,The coach complimented his players for working hard.,"['DIFFICULT', 'TOUGH (as in ""hard"")']",Synset('hard.r.01'),False,2
6381,112,hard,sign/hard/9091/1,,"['FIT (as in ""healthy"")', 'HARD AS A ROCK', 'SOLID']",,False,3
6382,113,hard+as+a+rock,sign/hard+as+a+rock/12605/1,,"['FIT (as in ""healthy"")', 'HARD (as in ""solid"")', 'SOLID']",,False,3
6383,114,hard+body,sign/hard+body/10880/1,,"['FIT (as in ""healthy"")', 'HARD (as in ""solid"")', 'HARD AS A ROCK', 'HARDENED', 'SOLID']",,False,2
6384,115,hard+of+hearing,sign/hard+of+hearing/180/1,Sir Charles Scott Sherrington was a hard of hearing scientist who received the Nobel Prize in 1932 for helping shape our understanding of the central nervous system.,[],,False,1
6385,116,hard+of+hearing,sign/hard+of+hearing/180/1,"Lou Ferrigno is hard of hearing and is a motivational speaker who shares his life experiences. He’s been in many movies and TV shows, but is most famous for playing The Incredible Hulk.",[],,False,1
6386,117,hard+of+hearing,sign/hard+of+hearing/180/1,My teacher is hard of hearing.,[],,False,1
6387,118,hard+of+hearing,sign/hard+of+hearing/180/1,Are you hard of hearing?,[],,False,1
6388,119,hard+of+hearing,sign/hard+of+hearing/180/1,I am hard of hearing.,[],,False,1
6389,120,hard+of+hearing,sign/hard+of+hearing/180/1,K.T. Maviglia is hard of hearing and won the Miss Michigan pageant in 2015.,[],,False,1
6390,121,hard+rain,sign/hard+rain/11933/1,,"['HEAVY RAIN', 'RAIN (as in ""raining hard or heavily"")', 'STORM']",,False,1
6391,122,hardened,sign/hardened/10966/1,,"['FIRM', 'FIT (as in ""healthy"")', 'HARD (as in ""solid"")', 'HARD AS A ROCK', 'SOLID']",,False,2
6392,123,hare,sign/hare/2254/1,,"['BUNNY (as in ""a rabbit"")', 'RABBIT (as in ""the animal"")']",,False,3
6393,124,harm,sign/harm/10194/1,,"['ACHE', 'AGONY', 'BANG UP (as in ""to get hurt"")', 'HURT', 'INJURE', 'INJURY', 'PAIN', 'SORE']",,False,2
6394,125,harmonica,sign/harmonica/1459/1,,[],,False,1
6395,126,harp,sign/harp/1460/1,,[],,True,2
6396,127,harp,sign/harp/11755/1,,"['ANTAGONISM', 'ANTAGONIZE', 'BELITTLE', 'HENPECK', 'PERSECUTE', 'PERSECUTION', 'PEST', 'PICK ON (as in ""pick on someone"")', 'TORMENT']",,False,1
6397,128,harrison,sign/harrison/13793/1,Harrison is my best friend.,[],Synset('harrison.n.04'),True,1
6398,129,hartford,sign/hartford/12828/1,"Thomas H. Gallaudet was a minister, educator, and co‑founded the first school for the deaf called the American School for the Deaf in Hartford, Connecticut. Gallaudet University was named in honor of him in 1894.",[],Synset('hartford.n.01'),False,1
6399,130,harvest,sign/harvest/3583/1,,"['CHOP (as in ""harvest crop"")', 'REAP']",,False,1
6400,131,has,sign/has/3584/1,My uncle always has a gray beard.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6401,132,has,sign/has/3584/1,My best friend has one blue eye and one brown eye.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6402,133,has,sign/has/3584/1,I heard Bill is having heart problems.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6403,134,has,sign/has/3584/1,Michigan has black squirrels.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6404,135,has,sign/has/3584/1,My uncle has a turkey farm.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6405,136,has,sign/has/3584/1,My father has Alzheimer's disease.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6406,137,has,sign/has/3584/1,Douglas Tilden is a famous deaf sculptor and has many statues that he created in California.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('own.v.01'),False,1
6407,138,has,sign/has/3584/1,Troy has 10 lions. Erin has 18 ducks.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6408,139,has,sign/has/3584/1,Eric has 24 cats. Carol has 44 dogs.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('accept.v.02'),False,1
6409,140,has,sign/has/3584/1,Rick has 15 horses. Mark has 6 elephants.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6410,141,has,sign/has/3584/1,Mike has 52 cows. Alex has 19 chickens.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('consume.v.02'),False,1
6411,142,has,sign/has/3584/1,Mary has a rabbit named Houdini.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6412,143,has,sign/has/3584/1,Mary has a rabbit named Houdini.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6413,144,has,sign/has/3584/1,Erin has a cat named Mystery.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6414,145,has,sign/has/3584/1,Erin has a cat named Mystery.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6415,146,has,sign/has/3584/1,Jess has a dog named Rowdy.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('accept.v.02'),False,1
6416,147,has,sign/has/3584/1,Jess has a dog named Rowdy.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('accept.v.02'),False,1
6417,148,has,sign/has/3584/1,Tori has a fish named Mopsy.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6418,149,has,sign/has/3584/1,Tori has a fish named Mopsy.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6419,150,has,sign/has/3584/1,My best friend has one blue eye and one brown eye.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6420,151,has,sign/has/3584/1,Michigan has black squirrels.,"['EXIST (as in ""to be alive"")', 'GOT (as in ""to have"")', 'HAD', 'HAVE (as in ""to possess"")', 'OWN', 'POSSESS', 'POSSESSION']",Synset('take.v.35'),False,1
6421,152,hasem,sign/hasem/12515/1,,"['GOD (as in ""the Jewish God"")']",,False,2
6422,153,hashaym,sign/hashaym/6401/1,,"['BEING (as in ""a higher power"")', 'CREATOR (as in ""God"")', 'FATHER (as in ""heavenly father"")', 'GOD (as in ""the Christian God"")', 'HEAVENLY FATHER (as in ""God"")', 'JEHOVAH (as in ""God"")', 'MAKER (as in ""God"")']",,False,1
6423,154,hashtag,sign/hashtag/8353/1,,[],,False,1
6424,155,hassle,sign/hassle/3585/1,,"['BOTHER (as in ""to bother me"")', 'BUTT IN (as in ""to interrupt me"")', 'DISTURB (as in ""to disturb me"")', 'HARASS (as in ""to harass me"")', 'INTERRUPT (as in ""to interrupt me"")', 'INTRUDE (as in ""to intrude me"")', 'MEDDLE (as in ""to meddle with me"")']",,False,2
6425,156,hassle,sign/hassle/10092/1,,"['BOTHER (as in ""to bother someone"")', 'BUTT IN (as in ""to interrupt someone"")', 'DISTURB (as in ""to disturb someone"")', 'HARASS (as in ""to harass someone"")', 'INTERRUPT (as in ""to interrupt someone"")', 'INTRUDE (as in ""to intrude upon someone/something"")', 'MEDDLE (as in ""to meddle with someone"")']",,False,2
6426,157,haste,sign/haste/6621/1,,"['GET ROLLING', 'GET THE LEAD OUT', 'HURRY (as in ""to move or act quickly"")', 'HURRY UP (as in ""to move or act quickly"")', 'HUSTLE (as in ""to hurry"")', 'LET\'S GO (as in ""hurry"")', 'RUSH (as in ""to hurry or hustle"")']",,False,2
6427,158,hat,sign/hat/181/1,I bought a new hat.,[],Synset('hat.v.02'),False,1
6428,159,hat,sign/hat/181/1,I have 4 orange hats.,[],Synset('hat.v.02'),False,1
6429,160,hat,sign/hat/181/1,Morty wore a Yarmulke hat at Hanukkah.,[],Synset('hat.v.01'),False,1
6430,161,hat,sign/hat/181/1,I have thirteen hats.,[],Synset('hat.v.02'),False,1
6431,162,hat,sign/hat/5545/1,,"['BALL CAP', 'BASEBALL CAP', 'BASEBALL HAT', 'CAP (as in ""ballcap"")']",,False,2
6432,163,hat,sign/hat/5546/1,Don't forget your hat when you go outside.,"['STOCKING HAT', 'WOOL HAT']",Synset('hat.v.02'),False,1
6433,164,hat,sign/hat/5548/1,,"['BRIMMED HAT', 'FLOPPY HAT', 'HAT (as in ""sun hat"")', 'STRAW HAT', 'SUN HAT']",,False,2
6434,165,hat,sign/hat/10960/1,,['DERBY HAT'],,False,1
6435,166,hat,sign/hat/10956/1,,"['BRIMMED HAT', 'FLOPPY HAT', 'HAT (as in ""straw hat"")', 'STRAW HAT', 'SUN HAT']",,False,1
6436,167,hatch,sign/hatch/1462/1,,['EGG'],,False,2
6437,168,hatchling,sign/hatchling/10356/1,,"['CHICK (as in ""a young bird or chicken"")']",,False,1
6438,169,hatchling+snake,sign/hatchling+snake/10362/1,,[],,False,2
6439,170,hate,sign/hate/585/1,I hate pirate movies!,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6440,171,hate,sign/hate/585/1,I hate books.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6441,172,hate,sign/hate/585/1,I hate trees.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6442,173,hate,sign/hate/585/1,I hate ice cream.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6443,174,hate,sign/hate/585/1,Jen hates Jim.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6444,175,hate,sign/hate/585/1,I hate telephones.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6445,176,hate,sign/hate/585/1,I hate to drink.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6446,177,hate,sign/hate/585/1,I hate to eat.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6447,178,hate,sign/hate/585/1,I hate airplanes.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6448,179,hate,sign/hate/585/1,Jim hates airplanes.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6449,180,hate,sign/hate/585/1,I hate cars.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6450,181,hate,sign/hate/585/1,I hate motorcycles.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6451,182,hate,sign/hate/585/1,I hate bicycles.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6452,183,hate,sign/hate/585/1,I hate to walk.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6453,184,hate,sign/hate/585/1,I hate babies.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6454,185,hate,sign/hate/585/1,I hate balls.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6455,186,hate,sign/hate/585/1,I hate milk.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6456,187,hate,sign/hate/585/1,Mia hates milk.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6457,188,hate,sign/hate/585/1,I hate pencils.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6458,189,hate,sign/hate/585/1,I hate to write.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6459,190,hate,sign/hate/585/1,I hate typing.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6460,191,hate,sign/hate/585/1,I hate playing the piano.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6461,192,hate,sign/hate/585/1,Sam hates me.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6462,193,hate,sign/hate/585/1,Kim hates me.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6463,194,hate,sign/hate/585/1,I hate my car.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6464,195,hate,sign/hate/585/1,"Bonnie hates mice, snakes and spiders.","['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
6465,196,hate,sign/hate/585/1,Uncle John hates to lose.,"['AWFUL', ""CAN'T STAND THAT"", 'DESPISE (as in ""to despise someone or something"")', 'DETEST (as in ""to detest someone or something"")', 'HATRED (as in ""to show hatred to someone or something"")']",Synset('hate.v.01'),False,3
